"file"	"rel_file"	"line"	"token"	"text"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"7"	"SCIENTIFIC_PRIMARY_REAL"	"2020	4	gfas_pm2p5fire_gdal_unit_interpolated_from_anchors	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"7"	"GFAS"	"2020	4	gfas_pm2p5fire_gdal_unit_interpolated_from_anchors	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"7"	"ERA5"	"2020	4	gfas_pm2p5fire_gdal_unit_interpolated_from_anchors	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"8"	"v0_gfas_era5_real"	"2021	4	gfas_pm2p5fire_gdal_unit_interpolated_from_anchors	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"8"	"SCIENTIFIC_PRIMARY_REAL"	"2021	4	gfas_pm2p5fire_gdal_unit_interpolated_from_anchors	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"8"	"GFAS"	"2021	4	gfas_pm2p5fire_gdal_unit_interpolated_from_anchors	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"8"	"ERA5"	"2021	4	gfas_pm2p5fire_gdal_unit_interpolated_from_anchors	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"9"	"v0_gfas_era5_real"	"2022	2	gfas_pm2p5fire_gdal_unit_direct_year	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"9"	"SCIENTIFIC_PRIMARY_REAL"	"2022	2	gfas_pm2p5fire_gdal_unit_direct_year	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"9"	"GFAS"	"2022	2	gfas_pm2p5fire_gdal_unit_direct_year	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"9"	"ERA5"	"2022	2	gfas_pm2p5fire_gdal_unit_direct_year	0	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"10"	"v0_gfas_era5_real"	"2023	1	gfas_pm2p5fire_gdal_unit_extrapolated_from_anchors	1	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"10"	"SCIENTIFIC_PRIMARY_REAL"	"2023	1	gfas_pm2p5fire_gdal_unit_extrapolated_from_anchors	1	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"10"	"GFAS"	"2023	1	gfas_pm2p5fire_gdal_unit_extrapolated_from_anchors	1	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"10"	"ERA5"	"2023	1	gfas_pm2p5fire_gdal_unit_extrapolated_from_anchors	1	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"10"	"2023"	"2023	1	gfas_pm2p5fire_gdal_unit_extrapolated_from_anchors	1	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"11"	"v0_gfas_era5_real"	"2024	1	gfas_pm2p5fire_gdal_unit_extrapolated_from_anchors	1	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"11"	"SCIENTIFIC_PRIMARY_REAL"	"2024	1	gfas_pm2p5fire_gdal_unit_extrapolated_from_anchors	1	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"11"	"GFAS"	"2024	1	gfas_pm2p5fire_gdal_unit_extrapolated_from_anchors	1	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"11"	"ERA5"	"2024	1	gfas_pm2p5fire_gdal_unit_extrapolated_from_anchors	1	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"	"qa\smoke_route_audit.tsv"	"11"	"2024"	"2024	1	gfas_pm2p5fire_gdal_unit_extrapolated_from_anchors	1	v0_gfas_era5_real	SCIENTIFIC_PRIMARY_REAL	THRESHOLD_DEFINED_AS_INDEXED_METHOD	BLOCKED_HEALTH_EXPOSURE_CLAIM	IECH_ROUTE_REAL_SMOKE	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_VALIDATION	PENDING_DOWNSTREAM_GATES"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"3"	"v0_gfas_era5_real"	"SMOKE-ROUTE-001	Smoke route selector priority	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\inputs_resolved.json	meta.smoke_route_selected/meta.smoke_route_decision	route_selected=v0_gfas_era5_real; route_decision=THRESHOLD_DEFINED_AS_INDEXED_METHOD	priority=v1_moduleA_validated>v0_gfas_era5_real>BLOCKED_DECODER_REQUIRED>v0_parquet_proxy_degraded>NO-GO_SMOKE_ROUTE	SRC-GATE-SMOKE-ROUTE	METHODOLOGICAL_GATE	THRESHOLD_DEFINED_AS_INDEXED_METHOD	Route-level traceability and explicit degraded/blocked state reporting.	Scientific closure with degraded or blocked smoke route.	NONE"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"3"	"GFAS"	"SMOKE-ROUTE-001	Smoke route selector priority	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\inputs_resolved.json	meta.smoke_route_selected/meta.smoke_route_decision	route_selected=v0_gfas_era5_real; route_decision=THRESHOLD_DEFINED_AS_INDEXED_METHOD	priority=v1_moduleA_validated>v0_gfas_era5_real>BLOCKED_DECODER_REQUIRED>v0_parquet_proxy_degraded>NO-GO_SMOKE_ROUTE	SRC-GATE-SMOKE-ROUTE	METHODOLOGICAL_GATE	THRESHOLD_DEFINED_AS_INDEXED_METHOD	Route-level traceability and explicit degraded/blocked state reporting.	Scientific closure with degraded or blocked smoke route.	NONE"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"3"	"ERA5"	"SMOKE-ROUTE-001	Smoke route selector priority	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\inputs_resolved.json	meta.smoke_route_selected/meta.smoke_route_decision	route_selected=v0_gfas_era5_real; route_decision=THRESHOLD_DEFINED_AS_INDEXED_METHOD	priority=v1_moduleA_validated>v0_gfas_era5_real>BLOCKED_DECODER_REQUIRED>v0_parquet_proxy_degraded>NO-GO_SMOKE_ROUTE	SRC-GATE-SMOKE-ROUTE	METHODOLOGICAL_GATE	THRESHOLD_DEFINED_AS_INDEXED_METHOD	Route-level traceability and explicit degraded/blocked state reporting.	Scientific closure with degraded or blocked smoke route.	NONE"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"3"	"decoder"	"SMOKE-ROUTE-001	Smoke route selector priority	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\inputs_resolved.json	meta.smoke_route_selected/meta.smoke_route_decision	route_selected=v0_gfas_era5_real; route_decision=THRESHOLD_DEFINED_AS_INDEXED_METHOD	priority=v1_moduleA_validated>v0_gfas_era5_real>BLOCKED_DECODER_REQUIRED>v0_parquet_proxy_degraded>NO-GO_SMOKE_ROUTE	SRC-GATE-SMOKE-ROUTE	METHODOLOGICAL_GATE	THRESHOLD_DEFINED_AS_INDEXED_METHOD	Route-level traceability and explicit degraded/blocked state reporting.	Scientific closure with degraded or blocked smoke route.	NONE"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"3"	"parquet"	"SMOKE-ROUTE-001	Smoke route selector priority	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\inputs_resolved.json	meta.smoke_route_selected/meta.smoke_route_decision	route_selected=v0_gfas_era5_real; route_decision=THRESHOLD_DEFINED_AS_INDEXED_METHOD	priority=v1_moduleA_validated>v0_gfas_era5_real>BLOCKED_DECODER_REQUIRED>v0_parquet_proxy_degraded>NO-GO_SMOKE_ROUTE	SRC-GATE-SMOKE-ROUTE	METHODOLOGICAL_GATE	THRESHOLD_DEFINED_AS_INDEXED_METHOD	Route-level traceability and explicit degraded/blocked state reporting.	Scientific closure with degraded or blocked smoke route.	NONE"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"4"	"NO-GO_SCIENTIFIC_THRESHOLD"	"SMOKE-011	Smoke spatial differentiation	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_unit_2015_2024.csv	smoke_days by unit/year	Years with <=1 unique smoke_days across units: 2023,2024	count_unique(smoke_days across units by year) must be > 1	SRC-GATE-SMOKE-SPATIAL	METHODOLOGICAL_GATE	BLOCKED_SPATIAL_SMOKE_CLAIM	Smoke proxy can be used as common baseline when blocked.	Spatially differentiated smoke exposure claim when n_unique<=1.	NO-GO_SCIENTIFIC_THRESHOLD"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"4"	"2023"	"SMOKE-011	Smoke spatial differentiation	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_unit_2015_2024.csv	smoke_days by unit/year	Years with <=1 unique smoke_days across units: 2023,2024	count_unique(smoke_days across units by year) must be > 1	SRC-GATE-SMOKE-SPATIAL	METHODOLOGICAL_GATE	BLOCKED_SPATIAL_SMOKE_CLAIM	Smoke proxy can be used as common baseline when blocked.	Spatially differentiated smoke exposure claim when n_unique<=1.	NO-GO_SCIENTIFIC_THRESHOLD"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"4"	"2024"	"SMOKE-011	Smoke spatial differentiation	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_unit_2015_2024.csv	smoke_days by unit/year	Years with <=1 unique smoke_days across units: 2023,2024	count_unique(smoke_days across units by year) must be > 1	SRC-GATE-SMOKE-SPATIAL	METHODOLOGICAL_GATE	BLOCKED_SPATIAL_SMOKE_CLAIM	Smoke proxy can be used as common baseline when blocked.	Spatially differentiated smoke exposure claim when n_unique<=1.	NO-GO_SCIENTIFIC_THRESHOLD"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"5"	"NO-GO_SCIENTIFIC_THRESHOLD"	"SMOKE-001	Health exposure support	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_unit_2015_2024.csv	pollutant concentration columns	Proxy-only smoke table; pollutant concentration thresholds unavailable.	WHO/EPA/EU pollutant concentration threshold variables required.	SRC-WHO-AQG-2021	OFFICIAL_HEALTH_STANDARD	BLOCKED_FOR_HEALTH_EXPOSURE_CLAIM	Proxy-only smoke interpretation (non-health claim).	Health/epidemiological exposure claims from proxy-only smoke data.	NO-GO_SCIENTIFIC_THRESHOLD"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"5"	"2024"	"SMOKE-001	Health exposure support	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_unit_2015_2024.csv	pollutant concentration columns	Proxy-only smoke table; pollutant concentration thresholds unavailable.	WHO/EPA/EU pollutant concentration threshold variables required.	SRC-WHO-AQG-2021	OFFICIAL_HEALTH_STANDARD	BLOCKED_FOR_HEALTH_EXPOSURE_CLAIM	Proxy-only smoke interpretation (non-health claim).	Health/epidemiological exposure claims from proxy-only smoke data.	NO-GO_SCIENTIFIC_THRESHOLD"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"	"qa\scientific_validation_gate.tsv"	"6"	"NO-GO_SCIENTIFIC_THRESHOLD"	"IECH-POP-001	Population exposure cancellation check	D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\IECH_unit_2015_2024.csv	IECH vs smoke_hours_equiv	IECH equals smoke_hours_equiv in 260/260 rows	IECH must not collapse to smoke_hours_equiv for all rows when used for exposure claim.	SRC-GATE-IECH-POP-CANCEL	METHODOLOGICAL_GATE	BLOCKED_POPULATION_EXPOSURE_CLAIM	Operational proxy interpretation with explicit limitation.	Population exposure differentiation claim when IECH fully cancels to smoke_hours_equiv.	NO-GO_SCIENTIFIC_THRESHOLD"
